,COUNTDATE,YEAR,COUNTLOCATION,FISHCOUNT
17661,1993-07-04 00:00:00,1993,Nushagak River,69330.0
17662,1993-07-05 00:00:00,1993,Nushagak River,45850.0
17663,1993-07-06 00:00:00,1993,Nushagak River,26839.0
17664,1993-07-07 00:00:00,1993,Nushagak River,15787.0
17665,1993-07-08 00:00:00,1993,Nushagak River,13982.0
17666,1993-07-09 00:00:00,1993,Nushagak River,7343.0
17667,1993-07-10 00:00:00,1993,Nushagak River,5874.0
17668,1993-07-11 00:00:00,1993,Nushagak River,3503.0
17669,1993-07-12 00:00:00,1993,Nushagak River,3361.0
17670,1993-07-13 00:00:00,1993,Nushagak River,3280.0
17671,1993-07-14 00:00:00,1993,Nushagak River,3866.0
17672,1993-07-15 00:00:00,1993,Nushagak River,2553.0
17673,1993-07-16 00:00:00,1993,Nushagak River,2891.0
17674,1993-07-17 00:00:00,1993,Nushagak River,4357.0
17675,1993-07-18 00:00:00,1993,Nushagak River,2212.0
17676,1993-07-19 00:00:00,1993,Nushagak River,2114.0
17677,1993-07-20 00:00:00,1993,Nushagak River,1116.0
17678,1993-07-21 00:00:00,1993,Nushagak River,917.0
17679,1993-07-22 00:00:00,1993,Nushagak River,627.0
17680,1993-07-23 00:00:00,1993,Nushagak River,607.0
17681,1993-07-24 00:00:00,1993,Nushagak River,554.0
17682,1993-07-25 00:00:00,1993,Nushagak River,457.0
17683,1993-07-26 00:00:00,1993,Nushagak River,71.0
17684,1993-07-27 00:00:00,1993,Nushagak River,56.0
17685,1993-07-28 00:00:00,1993,Nushagak River,42.0
17686,1993-07-29 00:00:00,1993,Nushagak River,43.0
17687,1993-07-30 00:00:00,1993,Nushagak River,48.0
17688,1993-07-31 00:00:00,1993,Nushagak River,30.0
17689,1993-08-01 00:00:00,1993,Nushagak River,56.0
17690,1993-08-02 00:00:00,1993,Nushagak River,51.0
17691,1993-08-03 00:00:00,1993,Nushagak River,35.0
17692,1993-08-04 00:00:00,1993,Nushagak River,58.0
17693,1993-08-05 00:00:00,1993,Nushagak River,78.0
17694,1993-08-06 00:00:00,1993,Nushagak River,36.0
17695,1993-08-07 00:00:00,1993,Nushagak River,282.0
17696,1993-08-08 00:00:00,1993,Nushagak River,130.0
17697,1993-08-09 00:00:00,1993,Nushagak River,41.0
17698,1993-06-12 00:00:00,1993,Kasilof River (sockeye),1803.0
17699,1993-06-13 00:00:00,1993,Kasilof River (sockeye),2280.0
17700,1993-06-14 00:00:00,1993,Kasilof River (sockeye),2460.0
17701,1993-06-15 00:00:00,1993,Kasilof River (sockeye),1579.0
17702,1993-06-16 00:00:00,1993,Kasilof River (sockeye),1978.0
17703,1993-06-17 00:00:00,1993,Kasilof River (sockeye),1671.0
17704,1993-06-18 00:00:00,1993,Kasilof River (sockeye),2531.0
17705,1993-06-19 00:00:00,1993,Kasilof River (sockeye),2299.0
17706,1993-06-20 00:00:00,1993,Kasilof River (sockeye),2478.0
17707,1993-06-21 00:00:00,1993,Kasilof River (sockeye),2294.0
17708,1993-06-22 00:00:00,1993,Kasilof River (sockeye),1935.0
17709,1993-06-23 00:00:00,1993,Kasilof River (sockeye),1842.0
17710,1993-06-24 00:00:00,1993,Kasilof River (sockeye),3493.0
17711,1993-06-25 00:00:00,1993,Kasilof River (sockeye),5053.0
17712,1993-06-26 00:00:00,1993,Kasilof River (sockeye),5366.0
17713,1993-06-27 00:00:00,1993,Kasilof River (sockeye),4780.0
17714,1993-06-28 00:00:00,1993,Kasilof River (sockeye),3553.0
17715,1993-06-29 00:00:00,1993,Kasilof River (sockeye),2133.0
17716,1993-06-30 00:00:00,1993,Kasilof River (sockeye),3835.0
17717,1993-07-01 00:00:00,1993,Kasilof River (sockeye),3947.0
17718,1993-07-02 00:00:00,1993,Kasilof River (sockeye),4339.0
17719,1993-07-03 00:00:00,1993,Kasilof River (sockeye),1691.0
17720,1993-07-04 00:00:00,1993,Kasilof River (sockeye),2155.0
17721,1993-07-05 00:00:00,1993,Kasilof River (sockeye),2753.0
17722,1993-07-06 00:00:00,1993,Kasilof River (sockeye),1583.0
17723,1993-07-07 00:00:00,1993,Kasilof River (sockeye),3937.0
17724,1993-07-08 00:00:00,1993,Kasilof River (sockeye),5289.0
17725,1993-07-09 00:00:00,1993,Kasilof River (sockeye),2100.0
17726,1993-07-10 00:00:00,1993,Kasilof River (sockeye),1942.0
17727,1993-07-11 00:00:00,1993,Kasilof River (sockeye),2516.0
17728,1993-07-12 00:00:00,1993,Kasilof River (sockeye),3309.0
17729,1993-07-13 00:00:00,1993,Kasilof River (sockeye),10213.0
17730,1993-07-14 00:00:00,1993,Kasilof River (sockeye),3981.0
17731,1993-07-15 00:00:00,1993,Kasilof River (sockeye),5657.0
17732,1993-07-16 00:00:00,1993,Kasilof River (sockeye),6190.0
17733,1993-07-17 00:00:00,1993,Kasilof River (sockeye),2356.0
17734,1993-07-18 00:00:00,1993,Kasilof River (sockeye),2078.0
17735,1993-07-19 00:00:00,1993,Kasilof River (sockeye),2204.0
17736,1993-07-20 00:00:00,1993,Kasilof River (sockeye),2015.0
17737,1993-07-21 00:00:00,1993,Kasilof River (sockeye),1803.0
17738,1993-07-22 00:00:00,1993,Kasilof River (sockeye),1600.0
17739,1993-07-23 00:00:00,1993,Kasilof River (sockeye),3094.0
17740,1993-07-24 00:00:00,1993,Kasilof River (sockeye),2479.0
17741,1993-07-25 00:00:00,1993,Kasilof River (sockeye),2618.0
17742,1993-07-26 00:00:00,1993,Kasilof River (sockeye),2010.0
17743,1993-07-27 00:00:00,1993,Kasilof River (sockeye),1718.0
17744,1993-07-28 00:00:00,1993,Kasilof River (sockeye),2507.0
17745,1993-07-29 00:00:00,1993,Kasilof River (sockeye),1971.0
17746,1993-07-30 00:00:00,1993,Kasilof River (sockeye),1900.0
17747,1993-07-31 00:00:00,1993,Kasilof River (sockeye),1059.0
17748,1993-08-01 00:00:00,1993,Kasilof River (sockeye),1155.0
17749,1993-08-02 00:00:00,1993,Kasilof River (sockeye),1408.0
17750,1993-08-03 00:00:00,1993,Kasilof River (sockeye),1005.0
17751,1993-08-04 00:00:00,1993,Kasilof River (sockeye),967.0
17752,1993-08-05 00:00:00,1993,Kasilof River (sockeye),889.0
17753,1994-05-27 00:00:00,1994,Afognak River (Litnik),0.0
17754,1994-05-28 00:00:00,1994,Afognak River (Litnik),21.0
17755,1994-05-29 00:00:00,1994,Afognak River (Litnik),1.0
17756,1994-05-30 00:00:00,1994,Afognak River (Litnik),9.0
17757,1994-05-31 00:00:00,1994,Afognak River (Litnik),10.0
17758,1994-06-01 00:00:00,1994,Afognak River (Litnik),78.0
17759,1994-06-02 00:00:00,1994,Afognak River (Litnik),82.0
17760,1994-06-03 00:00:00,1994,Afognak River (Litnik),1078.0
17761,1994-06-04 00:00:00,1994,Afognak River (Litnik),750.0
17762,1994-06-05 00:00:00,1994,Afognak River (Litnik),1235.0
17763,1994-06-06 00:00:00,1994,Afognak River (Litnik),616.0
17764,1994-06-07 00:00:00,1994,Afognak River (Litnik),5.0
17765,1994-06-08 00:00:00,1994,Afognak River (Litnik),5149.0
17766,1994-06-09 00:00:00,1994,Afognak River (Litnik),1934.0
17767,1994-06-10 00:00:00,1994,Afognak River (Litnik),1535.0
17768,1994-06-11 00:00:00,1994,Afognak River (Litnik),1106.0
17769,1994-06-12 00:00:00,1994,Afognak River (Litnik),1458.0
17770,1994-06-13 00:00:00,1994,Afognak River (Litnik),317.0
17771,1994-06-14 00:00:00,1994,Afognak River (Litnik),6481.0
17772,1994-06-15 00:00:00,1994,Afognak River (Litnik),680.0
17773,1994-06-16 00:00:00,1994,Afognak River (Litnik),5631.0
17774,1994-06-17 00:00:00,1994,Afognak River (Litnik),5300.0
17775,1994-06-18 00:00:00,1994,Afognak River (Litnik),1017.0
17776,1994-06-19 00:00:00,1994,Afognak River (Litnik),1621.0
17777,1994-06-20 00:00:00,1994,Afognak River (Litnik),3368.0
17778,1994-06-21 00:00:00,1994,Afognak River (Litnik),1986.0
17779,1994-06-22 00:00:00,1994,Afognak River (Litnik),804.0
17780,1994-06-23 00:00:00,1994,Afognak River (Litnik),317.0
17781,1994-06-24 00:00:00,1994,Afognak River (Litnik),1681.0
17782,1994-06-25 00:00:00,1994,Afognak River (Litnik),427.0
17783,1994-06-26 00:00:00,1994,Afognak River (Litnik),2108.0
17784,1994-06-27 00:00:00,1994,Afognak River (Litnik),7163.0
17785,1994-06-28 00:00:00,1994,Afognak River (Litnik),995.0
17786,1994-06-29 00:00:00,1994,Afognak River (Litnik),1799.0
17787,1994-06-30 00:00:00,1994,Afognak River (Litnik),1493.0
17788,1994-07-01 00:00:00,1994,Afognak River (Litnik),957.0
17789,1994-07-02 00:00:00,1994,Afognak River (Litnik),1374.0
17790,1994-07-03 00:00:00,1994,Afognak River (Litnik),627.0
17791,1994-07-04 00:00:00,1994,Afognak River (Litnik),1507.0
17792,1994-07-05 00:00:00,1994,Afognak River (Litnik),1234.0
17793,1994-07-06 00:00:00,1994,Afognak River (Litnik),1629.0
17794,1994-07-07 00:00:00,1994,Afognak River (Litnik),689.0
17795,1994-07-08 00:00:00,1994,Afognak River (Litnik),426.0
17796,1994-07-09 00:00:00,1994,Afognak River (Litnik),306.0
17797,1994-07-10 00:00:00,1994,Afognak River (Litnik),5009.0
17798,1994-07-11 00:00:00,1994,Afognak River (Litnik),2281.0
17799,1994-07-12 00:00:00,1994,Afognak River (Litnik),682.0
17800,1994-07-13 00:00:00,1994,Afognak River (Litnik),807.0
17801,1994-07-14 00:00:00,1994,Afognak River (Litnik),451.0
17802,1994-07-15 00:00:00,1994,Afognak River (Litnik),56.0
17803,1994-07-16 00:00:00,1994,Afognak River (Litnik),0.0
17804,1994-07-17 00:00:00,1994,Afognak River (Litnik),624.0
17805,1994-07-18 00:00:00,1994,Afognak River (Litnik),84.0
17806,1994-07-19 00:00:00,1994,Afognak River (Litnik),102.0
17807,1994-07-20 00:00:00,1994,Afognak River (Litnik),50.0
17808,1994-07-21 00:00:00,1994,Afognak River (Litnik),90.0
17809,1994-07-22 00:00:00,1994,Afognak River (Litnik),51.0
17810,1994-07-23 00:00:00,1994,Afognak River (Litnik),25.0
17811,1994-07-24 00:00:00,1994,Afognak River (Litnik),295.0
17812,1994-07-25 00:00:00,1994,Afognak River (Litnik),187.0
17813,1994-07-26 00:00:00,1994,Afognak River (Litnik),163.0
17814,1994-07-27 00:00:00,1994,Afognak River (Litnik),182.0
17815,1994-07-28 00:00:00,1994,Afognak River (Litnik),111.0
17816,1994-07-29 00:00:00,1994,Afognak River (Litnik),301.0
17817,1994-07-30 00:00:00,1994,Afognak River (Litnik),37.0
17818,1994-07-31 00:00:00,1994,Afognak River (Litnik),90.0
17819,1994-08-01 00:00:00,1994,Afognak River (Litnik),72.0
17820,1994-08-02 00:00:00,1994,Afognak River (Litnik),151.0
17821,1994-08-03 00:00:00,1994,Afognak River (Litnik),245.0
17822,1994-08-04 00:00:00,1994,Afognak River (Litnik),471.0
17823,1994-08-05 00:00:00,1994,Afognak River (Litnik),338.0
17824,1994-08-06 00:00:00,1994,Afognak River (Litnik),99.0
17825,1994-08-07 00:00:00,1994,Afognak River (Litnik),112.0
17826,1994-08-08 00:00:00,1994,Afognak River (Litnik),38.0
17827,1994-08-09 00:00:00,1994,Afognak River (Litnik),27.0
17828,1994-08-10 00:00:00,1994,Afognak River (Litnik),24.0
17829,1994-08-11 00:00:00,1994,Afognak River (Litnik),9.0
17830,1994-08-12 00:00:00,1994,Afognak River (Litnik),2.0
17831,1994-08-13 00:00:00,1994,Afognak River (Litnik),5.0
17832,1994-08-14 00:00:00,1994,Afognak River (Litnik),2.0
17833,1994-08-15 00:00:00,1994,Afognak River (Litnik),0.0
17834,1994-08-16 00:00:00,1994,Afognak River (Litnik),1.0
17835,1994-08-17 00:00:00,1994,Afognak River (Litnik),3.0
17836,1994-08-18 00:00:00,1994,Afognak River (Litnik),15.0
17837,1994-08-19 00:00:00,1994,Afognak River (Litnik),2.0
17838,1994-08-20 00:00:00,1994,Afognak River (Litnik),0.0
17839,1994-08-21 00:00:00,1994,Afognak River (Litnik),31.0
17840,1994-08-22 00:00:00,1994,Afognak River (Litnik),26.0
17841,1994-08-23 00:00:00,1994,Afognak River (Litnik),14.0
17842,1994-08-24 00:00:00,1994,Afognak River (Litnik),3.0
17843,1994-08-25 00:00:00,1994,Afognak River (Litnik),16.0
17844,1994-08-26 00:00:00,1994,Afognak River (Litnik),5.0
17845,1994-08-27 00:00:00,1994,Afognak River (Litnik),4.0
17846,1994-08-28 00:00:00,1994,Afognak River (Litnik),2.0
17847,1994-08-29 00:00:00,1994,Afognak River (Litnik),8.0
17848,1994-08-30 00:00:00,1994,Afognak River (Litnik),2.0
17849,1994-08-31 00:00:00,1994,Afognak River (Litnik),1.0
17850,1994-09-01 00:00:00,1994,Afognak River (Litnik),1.0
17851,1994-09-02 00:00:00,1994,Afognak River (Litnik),2.0
17852,1994-09-03 00:00:00,1994,Afognak River (Litnik),1.0
17853,1994-09-04 00:00:00,1994,Afognak River (Litnik),2.0
17854,1994-09-05 00:00:00,1994,Afognak River (Litnik),2.0
17855,1994-09-06 00:00:00,1994,Afognak River (Litnik),3.0
17856,1994-09-07 00:00:00,1994,Afognak River (Litnik),0.0
17857,1994-09-08 00:00:00,1994,Afognak River (Litnik),1.0
17858,1994-09-09 00:00:00,1994,Afognak River (Litnik),0.0
17859,1994-09-10 00:00:00,1994,Afognak River (Litnik),80.0
17860,1994-09-11 00:00:00,1994,Afognak River (Litnik),5.0
17861,1994-09-12 00:00:00,1994,Afognak River (Litnik),0.0
17862,1994-09-13 00:00:00,1994,Afognak River (Litnik),3.0
17863,1994-09-14 00:00:00,1994,Afognak River (Litnik),8.0
17864,1994-09-15 00:00:00,1994,Afognak River (Litnik),5.0
17865,1994-09-16 00:00:00,1994,Afognak River (Litnik),19.0
17866,1994-09-17 00:00:00,1994,Afognak River (Litnik),28.0
17867,1994-06-01 00:00:00,1994,Coghill River,0.0
17868,1994-06-02 00:00:00,1994,Coghill River,0.0
17869,1994-06-03 00:00:00,1994,Coghill River,0.0
17870,1994-06-04 00:00:00,1994,Coghill River,0.0
17871,1994-06-05 00:00:00,1994,Coghill River,0.0
17872,1994-06-06 00:00:00,1994,Coghill River,0.0
17873,1994-06-07 00:00:00,1994,Coghill River,0.0
17874,1994-06-08 00:00:00,1994,Coghill River,0.0
17875,1994-06-09 00:00:00,1994,Coghill River,0.0
17876,1994-06-10 00:00:00,1994,Coghill River,0.0
17877,1994-06-11 00:00:00,1994,Coghill River,0.0
17878,1994-06-12 00:00:00,1994,Coghill River,0.0
17879,1994-06-13 00:00:00,1994,Coghill River,0.0
17880,1994-06-14 00:00:00,1994,Coghill River,0.0
17881,1994-06-15 00:00:00,1994,Coghill River,0.0
17882,1994-06-16 00:00:00,1994,Coghill River,0.0
17883,1994-06-17 00:00:00,1994,Coghill River,3.0
17884,1994-06-17 00:00:00,1994,Coghill River,3.0
17885,1994-06-18 00:00:00,1994,Coghill River,2.0
17886,1994-06-18 00:00:00,1994,Coghill River,2.0
17887,1994-06-19 00:00:00,1994,Coghill River,3.0
17888,1994-06-19 00:00:00,1994,Coghill River,3.0
17889,1994-06-20 00:00:00,1994,Coghill River,1.0
17890,1994-06-20 00:00:00,1994,Coghill River,1.0
17891,1994-06-21 00:00:00,1994,Coghill River,2.0
17892,1994-06-21 00:00:00,1994,Coghill River,2.0
17893,1994-06-22 00:00:00,1994,Coghill River,5.0
17894,1994-06-22 00:00:00,1994,Coghill River,5.0
17895,1994-06-23 00:00:00,1994,Coghill River,6.0
17896,1994-06-23 00:00:00,1994,Coghill River,6.0
17897,1994-06-24 00:00:00,1994,Coghill River,0.0
17898,1994-06-25 00:00:00,1994,Coghill River,6.0
17899,1994-06-25 00:00:00,1994,Coghill River,6.0
17900,1994-06-26 00:00:00,1994,Coghill River,8.0
17901,1994-06-26 00:00:00,1994,Coghill River,8.0
17902,1994-06-27 00:00:00,1994,Coghill River,3.0
17903,1994-06-27 00:00:00,1994,Coghill River,3.0
17904,1994-06-28 00:00:00,1994,Coghill River,7.0
17905,1994-06-28 00:00:00,1994,Coghill River,7.0
17906,1994-06-29 00:00:00,1994,Coghill River,12.0
17907,1994-06-29 00:00:00,1994,Coghill River,12.0
17908,1994-06-30 00:00:00,1994,Coghill River,6.0
17909,1994-06-30 00:00:00,1994,Coghill River,6.0
17910,1994-07-01 00:00:00,1994,Coghill River,16.0
17911,1994-07-01 00:00:00,1994,Coghill River,16.0
17912,1994-07-02 00:00:00,1994,Coghill River,13.0
17913,1994-07-02 00:00:00,1994,Coghill River,13.0
17914,1994-07-03 00:00:00,1994,Coghill River,19.0
17915,1994-07-03 00:00:00,1994,Coghill River,19.0
17916,1994-07-04 00:00:00,1994,Coghill River,9.0
17917,1994-07-04 00:00:00,1994,Coghill River,9.0
17918,1994-07-05 00:00:00,1994,Coghill River,35.0
17919,1994-07-05 00:00:00,1994,Coghill River,35.0
17920,1994-07-06 00:00:00,1994,Coghill River,5.0
17921,1994-07-06 00:00:00,1994,Coghill River,5.0
17922,1994-07-07 00:00:00,1994,Coghill River,6.0
17923,1994-07-07 00:00:00,1994,Coghill River,6.0
17924,1994-07-08 00:00:00,1994,Coghill River,12.0
17925,1994-07-08 00:00:00,1994,Coghill River,12.0
17926,1994-07-09 00:00:00,1994,Coghill River,18.0
17927,1994-07-09 00:00:00,1994,Coghill River,18.0
17928,1994-07-10 00:00:00,1994,Coghill River,11.0
17929,1994-07-10 00:00:00,1994,Coghill River,11.0
17930,1994-07-11 00:00:00,1994,Coghill River,10.0
17931,1994-07-11 00:00:00,1994,Coghill River,10.0
17932,1994-07-12 00:00:00,1994,Coghill River,8.0
17933,1994-07-12 00:00:00,1994,Coghill River,8.0
17934,1994-07-13 00:00:00,1994,Coghill River,32.0
17935,1994-07-13 00:00:00,1994,Coghill River,32.0
17936,1994-07-14 00:00:00,1994,Coghill River,36.0
17937,1994-07-14 00:00:00,1994,Coghill River,36.0
17938,1994-07-15 00:00:00,1994,Coghill River,10.0
17939,1994-07-15 00:00:00,1994,Coghill River,10.0
17940,1994-07-16 00:00:00,1994,Coghill River,5.0
17941,1994-07-16 00:00:00,1994,Coghill River,5.0
17942,1994-07-17 00:00:00,1994,Coghill River,33.0
17943,1994-07-17 00:00:00,1994,Coghill River,33.0
17944,1994-07-18 00:00:00,1994,Coghill River,58.0
17945,1994-07-18 00:00:00,1994,Coghill River,58.0
17946,1994-07-19 00:00:00,1994,Coghill River,208.0
17947,1994-07-19 00:00:00,1994,Coghill River,208.0
17948,1994-07-20 00:00:00,1994,Coghill River,10.0
17949,1994-07-20 00:00:00,1994,Coghill River,10.0
17950,1994-07-21 00:00:00,1994,Coghill River,129.0
17951,1994-07-21 00:00:00,1994,Coghill River,129.0
17952,1994-07-22 00:00:00,1994,Coghill River,158.0
17953,1994-07-22 00:00:00,1994,Coghill River,158.0
17954,1994-07-23 00:00:00,1994,Coghill River,78.0
17955,1994-07-23 00:00:00,1994,Coghill River,78.0
17956,1994-07-24 00:00:00,1994,Coghill River,71.0
17957,1994-07-24 00:00:00,1994,Coghill River,71.0
17958,1994-07-25 00:00:00,1994,Coghill River,68.0
17959,1994-07-25 00:00:00,1994,Coghill River,68.0
17960,1994-07-26 00:00:00,1994,Coghill River,59.0
17961,1994-07-26 00:00:00,1994,Coghill River,59.0
17962,1994-07-27 00:00:00,1994,Coghill River,217.0
17963,1994-07-27 00:00:00,1994,Coghill River,217.0
17964,1994-07-28 00:00:00,1994,Coghill River,94.0
17965,1994-07-28 00:00:00,1994,Coghill River,94.0
17966,1994-07-29 00:00:00,1994,Coghill River,177.0
17967,1994-07-29 00:00:00,1994,Coghill River,177.0
17968,1994-07-30 00:00:00,1994,Coghill River,124.0
17969,1994-07-30 00:00:00,1994,Coghill River,124.0
17970,1994-07-31 00:00:00,1994,Coghill River,122.0
17971,1994-07-31 00:00:00,1994,Coghill River,122.0
17972,1994-08-01 00:00:00,1994,Coghill River,132.0
17973,1994-08-01 00:00:00,1994,Coghill River,132.0
17974,1994-08-02 00:00:00,1994,Coghill River,229.0
17975,1994-08-02 00:00:00,1994,Coghill River,229.0
17976,1994-08-03 00:00:00,1994,Coghill River,255.0
17977,1994-08-03 00:00:00,1994,Coghill River,255.0
17978,1994-08-04 00:00:00,1994,Coghill River,218.0
17979,1994-08-04 00:00:00,1994,Coghill River,218.0
17980,1994-08-05 00:00:00,1994,Coghill River,210.0
17981,1994-08-05 00:00:00,1994,Coghill River,210.0
17982,1994-08-06 00:00:00,1994,Coghill River,138.0
17983,1994-08-06 00:00:00,1994,Coghill River,138.0
17984,1994-08-07 00:00:00,1994,Coghill River,186.0
17985,1994-08-07 00:00:00,1994,Coghill River,186.0
17986,1994-08-08 00:00:00,1994,Coghill River,167.0
17987,1994-08-08 00:00:00,1994,Coghill River,167.0
17988,1994-08-09 00:00:00,1994,Coghill River,113.0
17989,1994-08-09 00:00:00,1994,Coghill River,113.0
17990,1994-08-10 00:00:00,1994,Coghill River,132.0
17991,1994-08-10 00:00:00,1994,Coghill River,132.0
17992,1994-08-11 00:00:00,1994,Coghill River,147.0
17993,1994-08-11 00:00:00,1994,Coghill River,147.0
17994,1994-08-12 00:00:00,1994,Coghill River,226.0
17995,1994-08-12 00:00:00,1994,Coghill River,226.0
17996,1994-08-13 00:00:00,1994,Coghill River,167.0
17997,1994-08-13 00:00:00,1994,Coghill River,167.0
17998,1994-08-14 00:00:00,1994,Coghill River,97.0
17999,1994-08-14 00:00:00,1994,Coghill River,97.0
18000,1994-08-15 00:00:00,1994,Coghill River,152.0
18001,1994-08-15 00:00:00,1994,Coghill River,152.0
18002,1994-08-16 00:00:00,1994,Coghill River,192.0
18003,1994-08-16 00:00:00,1994,Coghill River,192.0
18004,1994-08-17 00:00:00,1994,Coghill River,229.0
18005,1994-08-17 00:00:00,1994,Coghill River,229.0
18006,1994-08-18 00:00:00,1994,Coghill River,443.0
18007,1994-08-18 00:00:00,1994,Coghill River,443.0
18008,1994-08-19 00:00:00,1994,Coghill River,177.0
18009,1994-08-19 00:00:00,1994,Coghill River,177.0
18010,1994-08-20 00:00:00,1994,Coghill River,100.0
18011,1994-08-20 00:00:00,1994,Coghill River,100.0
18012,1994-08-21 00:00:00,1994,Coghill River,338.0
18013,1994-08-21 00:00:00,1994,Coghill River,338.0
18014,1994-08-22 00:00:00,1994,Coghill River,248.0
18015,1994-08-22 00:00:00,1994,Coghill River,248.0
18016,1994-08-23 00:00:00,1994,Coghill River,84.0
18017,1994-08-23 00:00:00,1994,Coghill River,84.0
18018,1994-08-24 00:00:00,1994,Coghill River,46.0
18019,1994-08-24 00:00:00,1994,Coghill River,46.0
18020,1994-08-25 00:00:00,1994,Coghill River,56.0
18021,1994-08-25 00:00:00,1994,Coghill River,56.0
18022,1994-08-26 00:00:00,1994,Coghill River,43.0
18023,1994-08-26 00:00:00,1994,Coghill River,43.0
18024,1994-08-27 00:00:00,1994,Coghill River,155.0
18025,1994-08-27 00:00:00,1994,Coghill River,155.0
18026,1994-08-28 00:00:00,1994,Coghill River,151.0
18027,1994-08-28 00:00:00,1994,Coghill River,151.0
18028,1994-08-29 00:00:00,1994,Coghill River,185.0
18029,1994-08-29 00:00:00,1994,Coghill River,185.0
18030,1994-08-30 00:00:00,1994,Coghill River,125.0
18031,1994-08-30 00:00:00,1994,Coghill River,125.0
18032,1994-08-31 00:00:00,1994,Coghill River,54.0
18033,1994-08-31 00:00:00,1994,Coghill River,54.0
18034,1994-09-01 00:00:00,1994,Coghill River,54.0
18035,1994-09-01 00:00:00,1994,Coghill River,54.0
18036,1994-09-02 00:00:00,1994,Coghill River,26.0
18037,1994-09-02 00:00:00,1994,Coghill River,26.0
18038,1994-09-03 00:00:00,1994,Coghill River,29.0
18039,1994-09-03 00:00:00,1994,Coghill River,29.0
18040,1994-09-04 00:00:00,1994,Coghill River,38.0
18041,1994-09-04 00:00:00,1994,Coghill River,38.0
18042,1994-09-05 00:00:00,1994,Coghill River,7.0
18043,1994-09-05 00:00:00,1994,Coghill River,7.0
18044,1994-05-17 00:00:00,1994,Copper River (Miles L),448.0
18045,1994-05-18 00:00:00,1994,Copper River (Miles L),686.0
18046,1994-05-19 00:00:00,1994,Copper River (Miles L),952.0
18047,1994-05-20 00:00:00,1994,Copper River (Miles L),955.0
18048,1994-05-21 00:00:00,1994,Copper River (Miles L),1610.0
18049,1994-05-22 00:00:00,1994,Copper River (Miles L),2422.0
18050,1994-05-23 00:00:00,1994,Copper River (Miles L),3558.0
18051,1994-05-24 00:00:00,1994,Copper River (Miles L),2897.0
18052,1994-05-25 00:00:00,1994,Copper River (Miles L),4083.0
18053,1994-05-26 00:00:00,1994,Copper River (Miles L),3282.0
18054,1994-05-27 00:00:00,1994,Copper River (Miles L),2855.0
18055,1994-05-28 00:00:00,1994,Copper River (Miles L),3047.0
18056,1994-05-29 00:00:00,1994,Copper River (Miles L),2888.0
18057,1994-05-30 00:00:00,1994,Copper River (Miles L),1966.0
18058,1994-05-31 00:00:00,1994,Copper River (Miles L),4616.0
18059,1994-06-01 00:00:00,1994,Copper River (Miles L),9423.0
18060,1994-06-02 00:00:00,1994,Copper River (Miles L),7767.0
18061,1994-06-03 00:00:00,1994,Copper River (Miles L),3137.0
18062,1994-06-04 00:00:00,1994,Copper River (Miles L),6143.0
18063,1994-06-05 00:00:00,1994,Copper River (Miles L),5265.0
18064,1994-06-06 00:00:00,1994,Copper River (Miles L),12100.0
18065,1994-06-07 00:00:00,1994,Copper River (Miles L),16732.0
18066,1994-06-08 00:00:00,1994,Copper River (Miles L),18022.0
18067,1994-06-09 00:00:00,1994,Copper River (Miles L),18042.0
18068,1994-06-10 00:00:00,1994,Copper River (Miles L),17588.0
18069,1994-06-11 00:00:00,1994,Copper River (Miles L),12272.0
18070,1994-06-12 00:00:00,1994,Copper River (Miles L),13008.0
18071,1994-06-13 00:00:00,1994,Copper River (Miles L),9081.0
18072,1994-06-14 00:00:00,1994,Copper River (Miles L),15639.0
18073,1994-06-15 00:00:00,1994,Copper River (Miles L),11679.0
18074,1994-06-16 00:00:00,1994,Copper River (Miles L),14227.0
18075,1994-06-17 00:00:00,1994,Copper River (Miles L),11445.0
18076,1994-06-18 00:00:00,1994,Copper River (Miles L),17223.0
18077,1994-06-19 00:00:00,1994,Copper River (Miles L),19392.0
18078,1994-06-20 00:00:00,1994,Copper River (Miles L),11498.0
18079,1994-06-21 00:00:00,1994,Copper River (Miles L),11699.0
18080,1994-06-22 00:00:00,1994,Copper River (Miles L),13305.0
18081,1994-06-23 00:00:00,1994,Copper River (Miles L),18686.0
18082,1994-06-24 00:00:00,1994,Copper River (Miles L),24282.0
18083,1994-06-25 00:00:00,1994,Copper River (Miles L),14140.0
18084,1994-06-26 00:00:00,1994,Copper River (Miles L),12204.0
18085,1994-06-27 00:00:00,1994,Copper River (Miles L),14146.0
18086,1994-06-28 00:00:00,1994,Copper River (Miles L),9213.0
18087,1994-06-29 00:00:00,1994,Copper River (Miles L),15859.0
18088,1994-06-30 00:00:00,1994,Copper River (Miles L),10845.0
18089,1994-07-01 00:00:00,1994,Copper River (Miles L),10359.0
18090,1994-07-02 00:00:00,1994,Copper River (Miles L),9802.0
18091,1994-07-03 00:00:00,1994,Copper River (Miles L),9965.0
18092,1994-07-04 00:00:00,1994,Copper River (Miles L),8782.0
18093,1994-07-05 00:00:00,1994,Copper River (Miles L),6196.0
18094,1994-07-06 00:00:00,1994,Copper River (Miles L),9544.0
18095,1994-07-07 00:00:00,1994,Copper River (Miles L),9921.0
18096,1994-07-08 00:00:00,1994,Copper River (Miles L),7947.0
